Member ID,Member Gender,Member Age,Member Duration(Month),Averaged Spending Per Transaction,Maximun Spending Per Transaction,Minimun Spending Per Transaction,Averaged Number of Transaction,Averaged Purchasing Discount Rate,Averaged Price in Favorite Shop,Averaged Tax Rate in Favorite Shop,Number of Goods in Favorite Shop,Number of Favorite in  Favorite Shop
986ff023,0,27,36,2593.784615,14400,558,0.541666667,0.093293076,796.3636364,0.113332975,55,2347
4794006c,0,28,44,5832.5,8360,3305,0.083333333,0,1340,0.10897436,33,2862
84bda0db,0,31,44,1115,1180,1050,0.083333333,0,819.9300699,0.113902349,143,3158
6dd80275,0,27,44,560,560,560,0.041666667,0,829.75,0.113333345,40,3000
eeae1f1c,0,40,91,2440.72,8242,310,0.416666667,0.029051228,796.3636364,0.113332975,55,2347
92451b75,0,48,47,1029.533333,1610,313.6,0.125,0.003333333,608.1463415,0.113333295,41,1528
df0e0e01,0,36,54,860.6666667,882,850,0.125,0.033333333,1340,0.10897436,33,2862
c601283d,0,35,46,543.3333333,870,380,0.125,0,733.15625,0.119145296,64,407
cacb118f,0,43,46,2774.5,3059,2490,0.083333333,0,656.5,0.113333342,20,1047
84e9b4a1,0,27,47,3663,8910,243,0.125,0.075,1086.551724,0.120247568,58,3205
c1ba405c,0,25,47,340,465,215,0.083333333,0,608.1463415,0.113333295,41,1528
152a8049,0,37,43,4345,4345,4345,0.041666667,0,1086.551724,0.120247568,58,3205
3cdb5d42,0,27,46,879.8,1489.6,270,0.083333333,0.06,819.9300699,0.113902349,143,3158
04dfcb47,0,26,46,3098.25,4221,1197,0.166666667,0.1,1086.551724,0.120247568,58,3205
043e2af8,0,44,43,2100,2100,2100,0.041666667,0,1340,0.10897436,33,2862
04d93801,0,54,43,1421.514286,2865.6,399,0.291666667,0.062553846,819.9300699,0.113902349,143,3158
154664b7,0,43,36,1218.333333,2520,440,0.125,0,1242.692308,0.114350441,26,4334
127dbabd,0,51,43,1178.5,2525,499,0.291666667,0.045361635,364.0625,0.113333283,16,690
4c6e7a30,0,38,13,1356.157895,3325,240,1.461538462,0.028142181,1340,0.10897436,33,2862
feaffda2,0,32,46,2378.802,4895,560,0.208333333,0.053168598,1002.307692,0.108974355,13,767
ab3ec47c,0,31,21,315,414,216,0.095238095,0.1,1002.307692,0.108974355,13,767
77361f5a,0,47,16,4640.5,11070,650,0.25,0.05,2953.783784,0.113333334,37,550
fb1d07a8,0,28,47,320,320,320,0.041666667,0,1340,0.10897436,33,2862
5580d818,0,35,45,3202.505294,8720,264.6,0.708333333,0.076580377,1242.692308,0.114350441,26,4334
bd8b0f23,1,25,47,920,1510,330,0.083333333,0,640.0943396,0.116403826,53,1712
d80dd499,0,37,47,1450,1450,1450,0.041666667,0,1242.692308,0.114350441,26,4334
206962,0,34,45,3446.983333,9693.9,270,0.25,0.048888889,819.9300699,0.113902349,143,3158
764a5cfe,0,48,46,2430,3730,850,0.125,0,1242.692308,0.114350441,26,4334
7875d471,0,33,45,4760,5960,3560,0.083333333,0,1086.551724,0.120247568,58,3205
52d1f740,0,33,45,550,550,550,0.041666667,0,1340,0.10897436,33,2862
7bcfadbd,0,44,51,3547.6,3547.6,3547.6,0.041666667,0.02,1086.551724,0.120247568,58,3205
b9a26818,0,27,47,600,600,600,0.041666667,0,1340,0.10897436,33,2862
f9658b34,0,43,47,1237.28,3890,319,0.208333333,0.004,1086.551724,0.120247568,58,3205
a523c6c6,0,25,47,620,1070,170,0.083333333,0,341.6,0.114350483,25,1746
9188d6a5,0,30,45,1070,1070,1070,0.041666667,0,640.0943396,0.116403826,53,1712
6a132cac,0,41,43,1349.428571,2560,40,0.291666667,0.083465501,1086.551724,0.120247568,58,3205
10c9b8ef,0,44,45,660,660,660,0.125,0,796.3636364,0.113332975,55,2347
4f1e235c,0,25,44,645.4,1530,215,0.416666667,0.005,608.1463415,0.113333295,41,1528
486635a8,0,36,45,1922.333333,6489,270,0.375,0.025,1002.307692,0.108974355,13,767
3e7bf214,0,26,45,760,870,650,0.083333333,0,608.1463415,0.113333295,41,1528
d39bfef8,0,32,45,1526.666667,1960,1050,0.125,0,1242.692308,0.114350441,26,4334
6e13ea9d,0,29,45,350,350,350,0.041666667,0,364.0625,0.113333283,16,690
1646e5be,0,29,45,1370,1370,1370,0.041666667,0,1086.551724,0.120247568,58,3205
cdbb2119,0,26,45,880,880,880,0.041666667,0,733.15625,0.119145296,64,407
75b8efa9,0,29,45,2106.125,4726,580,0.333333333,0,1340,0.10897436,33,2862
c719efc9,0,28,45,120,165,75,0.083333333,0.307692308,589.8823529,0.116239291,17,603
c64a71ef,0,28,45,320,320,320,0.041666667,0,1340,0.10897436,33,2862
46238f6e,0,31,45,1207.5,3190,50,0.166666667,0.136054422,1242.692308,0.114350441,26,4334
2d5d38ba,0,40,45,895,895,895,0.041666667,0,1242.692308,0.114350441,26,4334
0b663fad,0,31,44,181.6666667,260,140,0.125,0,608.1463415,0.113333295,41,1528
02ceee3d,1,37,44,1955,1955,1955,0.041666667,0.095113432,1340,0.10897436,33,2862
0cba2f59,0,32,44,4786.666667,9200,1370,0.125,0,829.75,0.113333345,40,3000
2239e372,0,30,45,1061.666667,1410,790,0.125,0,364.0625,0.113333283,16,690
52f3d557,0,43,45,2091.666667,3925,950,0.125,0,1242.692308,0.114350441,26,4334
61cdedab,1,29,44,3655.4,3655.4,3655.4,0.041666667,0.02,640.0943396,0.116403826,53,1712
294372bb,0,24,41,720,1120,320,0.083333333,0.054876437,1340,0.10897436,33,2862
275d68a2,0,42,44,634.5,1020,249,0.083333333,0,829.75,0.113333345,40,3000
80152cdd,0,28,46,1450,1450,1450,0.041666667,0,608.1463415,0.113333295,41,1528
07d5a870,0,34,40,698,1850,190,0.208333333,0,796.3636364,0.113332975,55,2347
1b6a9ffe,0,51,46,590,590,590,0.041666667,0,364.0625,0.113333283,16,690
64f81351,0,41,45,3219,5085,835,0.208333333,0,364.0625,0.113333283,16,690
53c7ec67,0,36,45,3640,6960,320,0.083333333,0,796.3636364,0.113332975,55,2347
48313436,0,50,41,2296.325,3960,1582.2,0.166666667,0.081818182,656.5,0.113333342,20,1047
8e868efb,0,35,45,1945.1,3380,470.4,0.166666667,0.001333333,1086.551724,0.120247568,58,3205
dc9b92b6,0,30,45,320,320,320,0.041666667,0,1340,0.10897436,33,2862
31139ad0,0,33,39,763.75,1305,410,0.166666667,0,819.9300699,0.113902349,143,3158
e08c8f85,0,28,44,310,320,300,0.083333333,0,829.75,0.113333345,40,3000
22de1978,0,48,45,3050,3050,3050,0.041666667,0,1242.692308,0.114350441,26,4334
489190f4,1,31,39,2006,2340,1680,0.125,0,589.8823529,0.116239291,17,603
78fb0554,1,30,45,1920,1920,1920,0.041666667,0.091247222,640.0943396,0.116403826,53,1712
ac0f24b1,1,22,39,310,310,310,0.083333333,0,796.3636364,0.113332975,55,2347
edea3464,0,33,39,1277.5,3600,80,0.166666667,0.086336336,341.6,0.114350483,25,1746
11d6716a,0,30,39,1103.833333,2889,648,0.25,0.06875,640.0943396,0.116403826,53,1712
29793f7a,0,30,38,2025.32,5980,250,0.208333333,0.008,640.0943396,0.116403826,53,1712
cb092033,0,28,39,330,390,300,0.125,0,640.0943396,0.116403826,53,1712
11635f72,0,39,43,2380,3900,860,0.083333333,0,608.1463415,0.113333295,41,1528
93178d4b,0,38,38,435,560,310,0.083333333,0,829.75,0.113333345,40,3000
59cbcde2,0,29,37,1404.833333,2725,90,0.125,0.098965517,589.8823529,0.116239291,17,603
ec26018c,0,30,44,875,875,875,0.041666667,0,1340,0.10897436,33,2862
24bf3a74,0,25,43,1141.875,1989,590,0.333333333,0.045,640.0943396,0.116403826,53,1712
0108d67f,0,28,43,667.5,930,405,0.083333333,0,364.0625,0.113333283,16,690
ed591eab,0,38,43,2552.5,5025,80,0.083333333,0.1006786,819.9300699,0.113902349,143,3158
d0728b53,0,36,39,4900,4900,4900,0.041666667,0.09259291,1002.307692,0.108974355,13,767
f14c9451,0,22,44,310,310,310,0.041666667,0,796.3636364,0.113332975,55,2347
5b0bb5fd,0,48,44,2625,3380,1070,0.166666667,0,1242.692308,0.114350441,26,4334
1bfb15f3,0,29,39,970,2223,30,0.125,0.088888889,341.6,0.114350483,25,1746
fa63cfcd,0,26,39,630,630,630,0.041666667,0,796.3636364,0.113332975,55,2347
f8417f58,0,31,39,900,900,900,0.041666667,0,608.1463415,0.113333295,41,1528
fd673f1c,1,30,37,1966.5,2420,1513,0.083333333,0,829.75,0.113333345,40,3000
234eec46,0,43,39,4120.457143,7370,2380,0.291666667,0.084736371,1002.307692,0.108974355,13,767
90aaf547,0,37,37,3066.666667,4770,1414,0.125,0,796.3636364,0.113332975,55,2347
fe4fe1c2,0,28,38,708.75,2050,185,0.166666667,0,1242.692308,0.114350441,26,4334
5e1fec76,0,28,44,718.8333333,1260,310,0.25,0,796.3636364,0.113332975,55,2347
df1644c8,0,25,38,290,290,290,0.041666667,0,656.5,0.113333342,20,1047
e1f63845,0,25,44,400,560,320,0.125,0,341.6,0.114350483,25,1746
fc495cc6,0,45,43,480,480,480,0.041666667,0,1340,0.10897436,33,2862
efdc8369,0,50,43,2730,5800,320,0.291666667,0.018115406,1340,0.10897436,33,2862
a24213b6,0,42,45,1764,3213,315,0.083333333,0.1,1242.692308,0.114350441,26,4334
9b6ed9d5,0,40,45,3922.683333,12991.5,351,0.25,0.091599446,1086.551724,0.120247568,58,3205
7f22eb82,0,29,38,280,280,280,0.041666667,0,1086.551724,0.120247568,58,3205
22460f96,1,34,23,967.5,1647,288,0.086956522,0.1,819.9300699,0.113902349,143,3158
85b528d3,0,42,44,320,320,320,0.041666667,0,1242.692308,0.114350441,26,4334
97bca15d,0,35,44,695,1270,120,0.083333333,0,640.0943396,0.116403826,53,1712
f0efffe4,0,46,44,2100,2100,2100,0.041666667,0,2953.783784,0.113333334,37,550
22da9a5d,0,36,40,225,225,225,0.041666667,0.1,364.0625,0.113333283,16,690
4186fb6d,0,26,44,1400.2,2740,106,0.208333333,0.062229437,1340,0.10897436,33,2862
c18661de,0,33,40,540,540,540,0.041666667,0,819.9300699,0.113902349,143,3158
e8c2e83d,0,28,44,450,590,310,0.083333333,0,829.75,0.113333345,40,3000
45420cca,0,31,44,399.3333333,558,320,0.125,0.161538462,829.75,0.113333345,40,3000
0c150eb0,0,41,40,520,520,520,0.083333333,0,1086.551724,0.120247568,58,3205
cf291488,0,31,44,3348,3789,2907,0.083333333,0.1,1086.551724,0.120247568,58,3205
7fe4790e,0,24,40,590,590,590,0.041666667,0,1002.307692,0.108974355,13,767
57ce0837,0,28,44,3220,3220,3220,0.041666667,0,819.9300699,0.113902349,143,3158
d807d1d3,0,41,44,857.5,1560,480,0.166666667,0,1086.551724,0.120247568,58,3205
3b732e4e,0,28,44,1420,1420,1420,0.041666667,0,1242.692308,0.114350441,26,4334
f94255d7,0,31,24,5143.857143,23934,250,0.291666667,0,589.8823529,0.116239291,17,603
912b0a6f,0,26,44,2124,2124,2124,0.041666667,0.1,1242.692308,0.114350441,26,4334
5870a498,0,33,46,553.4,1460,298,0.208333333,0,656.5,0.113333342,20,1047
9f32d2b7,0,24,46,1154.933333,4140,40,0.5,0.031904762,819.9300699,0.113902349,143,3158
7bc630b6,0,28,35,917.5,1055,780,0.083333333,0,608.1463415,0.113333295,41,1528
44876b9c,0,28,44,310,320,300,0.083333333,0,819.9300699,0.113902349,143,3158
375fff3a,0,33,45,1228.642857,4220,84,0.583333333,0.013151538,640.0943396,0.116403826,53,1712
6f0bc4f2,0,31,45,361.6666667,680,190,0.125,0,1340,0.10897436,33,2862
ea918dcf,0,32,38,1750,1750,1750,0.041666667,0,1086.551724,0.120247568,58,3205
e2c3772e,1,41,38,1080,1080,1080,0.041666667,0,1242.692308,0.114350441,26,4334
5b28529d,0,46,38,2523.333333,3740,1180,0.125,0,1242.692308,0.114350441,26,4334
a0d0452c,0,35,38,1794.666667,3970,268,0.25,0,1086.551724,0.120247568,58,3205
159cf50b,0,45,45,1255,1255,1255,0.041666667,0,1340,0.10897436,33,2862
7412d6c9,0,31,44,5140,9060,420,0.125,0.027777778,1002.307692,0.108974355,13,767
bba2e6f9,1,42,46,1602.2,4491,320,0.208333333,0,1340,0.10897436,33,2862
2c95e4fa,0,30,46,302.5,330,250,0.166666667,0,1340,0.10897436,33,2862
fe93afed,0,27,40,1530,1550,1510,0.083333333,0,640.0943396,0.116403826,53,1712
ab457c06,0,52,35,2165,2165,2165,0.041666667,0,1242.692308,0.114350441,26,4334
01ce8902,0,40,40,802.5,980,625,0.083333333,0,233.5111111,0.108005725,45,298
bb8c3257,0,46,40,1168.4,4330,70,0.416666667,0.057537845,233.5111111,0.108005725,45,298
067f56f9,0,25,40,1185,1185,1185,0.041666667,0,364.0625,0.113333283,16,690
8c1e0c71,0,34,36,1096.032258,5780,158,1.291666667,0.016837283,1086.551724,0.120247568,58,3205
e74b6b60,0,28,36,962.4285714,3238,160,0.291666667,0.038461538,608.1463415,0.113333295,41,1528
9a0d632b,0,22,12,570,570,570,0.083333333,0,819.9300699,0.113902349,143,3158
abf83eb6,1,45,40,1449.2,1840,1058.4,0.083333333,0.006666667,1242.692308,0.114350441,26,4334
d24ca343,1,33,40,567,567,567,0.041666667,0.1,819.9300699,0.113902349,143,3158
f62051e3,0,29,40,320,320,320,0.041666667,0,1280.356164,0.114447958,73,562
8ae0777a,0,42,40,2153.078947,4885,108,0.791666667,0.093797256,1086.551724,0.120247568,58,3205
67516343,0,29,40,590,860,320,0.083333333,0,1086.551724,0.120247568,58,3205
c0967271,0,35,40,2685,2685,2685,0.041666667,0,819.9300699,0.113902349,143,3158
0b35bb28,0,54,40,985,1120,850,0.083333333,0.061475504,1086.551724,0.120247568,58,3205
8df40b0b,0,31,38,1112.666667,1650,318,0.125,0,796.3636364,0.113332975,55,2347
89e5c66b,0,28,38,1064.5,1340,698,0.166666667,0.008680556,608.1463415,0.113333295,41,1528
ec037137,0,31,38,2242.2,5320,891,0.208333333,0.054025316,819.9300699,0.113902349,143,3158
9ab2c70c,0,38,38,3853,7137,230,0.208333333,0.130113636,1086.551724,0.120247568,58,3205
870dbb83,0,30,36,2140,3960,320,0.083333333,0,829.75,0.113333345,40,3000
5e501ba2,0,39,38,2818.6,4500,1089,0.208333333,0.097185553,1086.551724,0.120247568,58,3205
e1e96bfb,0,29,38,1939,5184,460,0.25,0,656.5,0.113333342,20,1047
b2f9c9b0,0,36,38,1330,1330,1330,0.041666667,0,364.0625,0.113333283,16,690
2c3f90c6,0,36,38,1522.5,2140,905,0.083333333,0.091484228,1242.692308,0.114350441,26,4334
bee26b44,0,31,38,622.5,910,310,0.166666667,0,829.75,0.113333345,40,3000
63c9f42c,0,27,38,880,880,880,0.041666667,0,1242.692308,0.114350441,26,4334
e9050b9f,0,30,38,1680,1680,1680,0.041666667,0,640.0943396,0.116403826,53,1712
61958917,0,47,10,1110,1110,1110,0.1,0,1086.551724,0.120247568,58,3205
9f2f11cd,0,46,37,1339.481818,4365,220,0.458333333,0.069816253,819.9300699,0.113902349,143,3158
890962d3,1,24,37,580,580,580,0.041666667,0,1340,0.10897436,33,2862
72c93309,0,32,37,1002.5,1170,835,0.083333333,0,1340,0.10897436,33,2862
d2e4280c,0,27,37,6069.666667,16713,576,0.125,0.094736842,796.3636364,0.113332975,55,2347
8588bd61,0,25,38,2962.5,4265,1660,0.083333333,0,364.0625,0.113333283,16,690
9f92384f,0,44,38,362.25,459,265.5,0.083333333,0.1,608.1463415,0.113333295,41,1528
eb2fdc82,0,19,38,2520,2520,2520,0.041666667,0,1340,0.10897436,33,2862
4ae12789,0,29,38,690,1030,500,0.125,0,829.75,0.113333345,40,3000
c4b15d92,0,32,38,1463.333333,2230,1050,0.125,0.024789779,1086.551724,0.120247568,58,3205
68a855e5,0,22,38,320,320,320,0.041666667,0,829.75,0.113333345,40,3000
c1bb6b5e,0,27,37,580,1080,200,0.291666667,0,341.6,0.114350483,25,1746
863f9b0f,0,27,35,2862.5,3915,1810,0.083333333,0.066666667,640.0943396,0.116403826,53,1712
540b3aab,0,30,38,2120,4520,850,0.125,0,1242.692308,0.114350441,26,4334
d47ca9c4,0,23,35,1005,3900,260,0.25,0,796.3636364,0.113332975,55,2347
c1c89856,0,42,38,1160.5,1791,530,0.083333333,0,1242.692308,0.114350441,26,4334
610bd2f5,0,31,35,3228,5505,670,0.125,0,1242.692308,0.114350441,26,4334
48399f9a,0,34,34,4243.333333,5680,2370,0.125,0,1242.692308,0.114350441,26,4334
849ab33d,0,35,34,640,980,300,0.083333333,0,341.6,0.114350483,25,1746
ddb8ee7e,0,36,36,520,520,520,0.041666667,0,1280.356164,0.114447958,73,562
d5777032,0,30,34,1231.75,2140,380,0.166666667,0.025,829.75,0.113333345,40,3000
40b108a7,0,35,36,2150,2150,2150,0.041666667,0,1086.551724,0.120247568,58,3205
8e52d688,0,36,35,2747.166667,3987,1467,0.25,0.095657299,1086.551724,0.120247568,58,3205
24544c8b,0,25,35,1240,1240,1240,0.041666667,0,1340,0.10897436,33,2862
a7b1dda7,0,25,34,1679.714286,2778,550,0.291666667,0,656.5,0.113333342,20,1047
b51602ef,0,34,33,780,780,780,0.041666667,0,796.3636364,0.113332975,55,2347
dd3bfe0e,0,25,36,200,200,200,0.041666667,0,364.0625,0.113333283,16,690
d8db1d60,0,31,37,3279.333333,6248,1420,0.125,0,819.9300699,0.113902349,143,3158
a113cb2e,0,49,37,1285,1875,695,0.083333333,0,1242.692308,0.114350441,26,4334
dc96354e,0,35,37,3481.285714,7781,1246,0.291666667,0,819.9300699,0.113902349,143,3158
61f2466a,0,41,35,3396.666667,6220,1700,0.125,0,1002.307692,0.108974355,13,767
1b3813a2,0,26,35,2480,2480,2480,0.041666667,0.111686936,341.6,0.114350483,25,1746
c60b7ac4,0,28,37,607.6,607.6,607.6,0.041666667,0.02,1340,0.10897436,33,2862
c1441704,0,44,38,2043.333333,3890,860,0.125,0,1086.551724,0.120247568,58,3205
7e416502,0,28,37,2103.906667,8080,370,0.625,0.048479744,640.0943396,0.116403826,53,1712
d2cb829a,0,32,37,886.0909091,3750,280,0.458333333,0.027244582,640.0943396,0.116403826,53,1712
3e02dfbd,0,25,34,320,320,320,0.041666667,0,819.9300699,0.113902349,143,3158
6070722b,0,24,35,3340,3340,3340,0.041666667,0,1242.692308,0.114350441,26,4334
5b01dbad,0,38,35,2531.666667,4370,1095,0.125,0,819.9300699,0.113902349,143,3158
1be51116,0,28,35,900,900,900,0.041666667,0,796.3636364,0.113332975,55,2347
3f49e1b8,0,27,34,1296.714286,4200,290,0.291666667,0.05216196,341.6,0.114350483,25,1746
4401bc11,0,29,35,756.6666667,1750,200,0.125,0,829.75,0.113333345,40,3000
d051bf77,0,35,68,3475,3475,3475,0.041666667,0,1242.692308,0.114350441,26,4334
6e61d6c3,0,38,11,735,870,600,0.181818182,0,819.9300699,0.113902349,143,3158
6ad70602,0,31,36,1142.592941,3260,113.68,0.708333333,0.003830034,829.75,0.113333345,40,3000
6ee20213,0,30,13,1867.5,3500,235,0.153846154,0,341.6,0.114350483,25,1746
1f512e1c,0,33,37,1488.75,2620,1030,0.166666667,0.0488641,1242.692308,0.114350441,26,4334
de93bdec,0,34,29,1389.375,3370,500,0.333333333,0.015141683,1340,0.10897436,33,2862
03d16fd5,0,48,64,1228.43,2146.2,310.66,0.083333333,0.02,1086.551724,0.120247568,58,3205
bcd85112,0,32,50,550,550,550,0.041666667,0,640.0943396,0.116403826,53,1712
603df57a,0,46,30,2522.5,2560,2485,0.083333333,0,1242.692308,0.114350441,26,4334
098dd10b,0,47,39,4480,4480,4480,0.041666667,0,1086.551724,0.120247568,58,3205
a9d51ae4,0,56,38,2426.333333,3850,531,0.125,0.05,1002.307692,0.108974355,13,767
fe9b5ec8,0,30,37,1900,1900,1900,0.041666667,0,608.1463415,0.113333295,41,1528
53027ce7,0,38,30,2014,2498,1530,0.083333333,0.087120552,1242.692308,0.114350441,26,4334
5bcad962,0,39,36,1360,2120,600,0.083333333,0,1340,0.10897436,33,2862
3d7cb98e,0,27,35,450,580,320,0.083333333,0,796.3636364,0.113332975,55,2347
0199a515,0,51,32,1470,2160,780,0.083333333,0.06,1086.551724,0.120247568,58,3205
958460b9,0,31,31,650,650,650,0.041666667,0,1340,0.10897436,33,2862
63b8482e,0,31,31,354.5,540,169,0.083333333,0.325209309,608.1463415,0.113333295,41,1528
cc8d8c05,0,35,31,1961.5,5937,300,0.25,0.022222222,1086.551724,0.120247568,58,3205
18444212,0,35,103,569.5,570,569,0.083333333,0,1340,0.10897436,33,2862
2433004d,0,53,33,3875.909091,11950,1830,0.458333333,0.103455877,1002.307692,0.108974355,13,767
6dad6665,0,36,31,3647.5,6070,1225,0.083333333,0.058868177,1242.692308,0.114350441,26,4334
3761e2c1,0,56,33,1376.333333,2150,960,0.125,0.025765371,733.15625,0.119145296,64,407
380c37c7,0,18,31,1860,1860,1860,0.041666667,0,1002.307692,0.108974355,13,767
040513c6,0,31,29,493.3333333,840,320,0.125,0,829.75,0.113333345,40,3000
0126970c,0,35,41,1665.122222,6010,89.1,0.75,0.084655932,1086.551724,0.120247568,58,3205
af11fecc,0,27,31,350.3333333,385,288,0.125,0.066666667,1086.551724,0.120247568,58,3205
758ebdd0,0,25,33,340,470,210,0.083333333,0.03,341.6,0.114350483,25,1746
eb678a17,0,33,33,320,320,320,0.041666667,0,829.75,0.113333345,40,3000
0bb6c1ef,0,31,58,2662.666667,6550,719,0.125,0,2953.783784,0.113333334,37,550
f9a7bfb1,0,31,132,310,310,310,0.041666667,0,796.3636364,0.113332975,55,2347
649b242e,1,33,33,3002,4484,1520,0.083333333,0,1340,0.10897436,33,2862
090a025a,0,27,31,1359.375,5210,180,0.333333333,0.02470077,640.0943396,0.116403826,53,1712
b6bf7ccf,0,33,34,1120,1120,1120,0.041666667,0,829.75,0.113333345,40,3000
e8e15f2a,0,30,25,1811,4005,330,0.125,0.05008247,341.6,0.114350483,25,1746
158f22de,0,29,35,561.875,970,350,0.333333333,0,796.3636364,0.113332975,55,2347
ec24b171,0,28,31,1311.875,2074.5,493,0.166666667,0.05,589.8823529,0.116239291,17,603
7acc82cb,0,30,31,560,560,560,0.041666667,0,1242.692308,0.114350441,26,4334
5b58049a,1,27,34,2043.05,6450,320,0.166666667,0.033333333,2953.783784,0.113333334,37,550
b3167938,0,25,34,300,300,300,0.041666667,0,819.9300699,0.113902349,143,3158
5/2/9334 0:00,1,58,32,360,360,360,0.041666667,0,589.8823529,0.116239291,17,603
dc6886ca,0,32,34,320,320,320,0.041666667,0,819.9300699,0.113902349,143,3158
0606a19e,0,31,31,1210.6,1798,320,0.208333333,0.058490012,640.0943396,0.116403826,53,1712
1186285f,0,49,31,320,320,320,0.041666667,0,1242.692308,0.114350441,26,4334
95f2b1e2,0,47,58,1390,1390,1390,0.041666667,0,1242.692308,0.114350441,26,4334
db04689a,1,43,34,2037.092308,10240.2,65,0.541666667,0.025186215,1242.692308,0.114350441,26,4334
9c176a40,0,32,33,1470,1470,1470,0.041666667,0,819.9300699,0.113902349,143,3158
bcd42957,0,22,35,1390,1390,1390,0.041666667,0,640.0943396,0.116403826,53,1712
0dc320fb,0,35,35,627.5,920,490,0.166666667,0,1086.551724,0.120247568,58,3205
ae291b65,0,31,32,252,252,252,0.041666667,0.1,341.6,0.114350483,25,1746
92122458,0,37,35,3031.357143,4144.5,1998,0.291666667,0.099630194,1086.551724,0.120247568,58,3205
fa8d2b61,1,23,34,1747.285714,4225,300,0.291666667,0.058752427,819.9300699,0.113902349,143,3158
4aee8592,1,29,35,2400,2400,2400,0.041666667,0,829.75,0.113333345,40,3000
58ecd495,0,53,35,2547.5,4435,1251,0.25,0.033014031,1242.692308,0.114350441,26,4334
78b5f8a7,0,40,28,975,975,975,0.041666667,0,733.15625,0.119145296,64,407
21513298,0,25,34,711.25,1295,320,0.166666667,0,608.1463415,0.113333295,41,1528
e7652355,0,41,34,717,1245,143,0.166666667,0.09718173,1086.551724,0.120247568,58,3205
dffa0521,1,28,34,640,640,640,0.041666667,0,1340,0.10897436,33,2862
42ace9c7,0,26,34,713.3333333,1010,450,0.125,0.045043597,829.75,0.113333345,40,3000
f72c0e4e,0,28,34,6049,18010,800,0.166666667,0.088668288,796.3636364,0.113332975,55,2347
a4078145,0,33,34,2320,2320,2320,0.041666667,0,1086.551724,0.120247568,58,3205
a8fdae08,0,35,44,3690.2,5540.4,1840,0.083333333,0.067697806,1340,0.10897436,33,2862
77fdc154,1,28,34,1756.666667,4650,300,0.125,0,819.9300699,0.113902349,143,3158
06c02308,0,53,34,270,270,270,0.041666667,0,1242.692308,0.114350441,26,4334
b39cedc5,0,35,34,1645,3465,630,0.125,0,1242.692308,0.114350441,26,4334
a94e9d90,0,25,34,1020,1020,1020,0.041666667,0,1242.692308,0.114350441,26,4334
